,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
2021,Daytona Beach,386,64,no,no,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,1,0,1985,No plan
2022,Daytona Beach,386,64,no,yes,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,1,0,2748,Voicemail only
2027,Daytona Beach,386,68,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,3,0,1659,No plan
2029,Daytona Beach,386,70,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,1,0,9465,No plan
2030,Daytona Beach,386,71,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,4,0,7166,No plan
2033,Daytona Beach,386,72,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,0,0,2641,No plan
2043,Daytona Beach,386,75,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,1,0,8267,No plan
2050,Daytona Beach,386,78,no,no,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,0,0,7145,No plan
2052,Daytona Beach,386,80,no,no,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,1,0,9355,No plan
2053,Daytona Beach,386,80,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,2,0,2093,Voicemail only
2058,Daytona Beach,386,81,no,yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,0,0,3658,Voicemail only
2059,Daytona Beach,386,82,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,1,0,5557,No plan
2064,Daytona Beach,386,84,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,1,0,6296,No plan
2066,Daytona Beach,386,84,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,2,0,5027,No plan
2073,Daytona Beach,386,86,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,1,0,8463,Voicemail only
2074,Daytona Beach,386,86,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,1,0,7435,International only
2076,Daytona Beach,386,87,no,no,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,0,0,5426,No plan
2077,Daytona Beach,386,87,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,1,0,8118,No plan
2082,Daytona Beach,386,90,no,no,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,2,0,4478,No plan
2084,Daytona Beach,386,91,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,3,0,5592,No plan
2089,Daytona Beach,386,94,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,1,0,5794,No plan
2092,Daytona Beach,386,95,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,2,0,6369,No plan
2096,Daytona Beach,386,96,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,3,0,6911,No plan
2100,Daytona Beach,386,96,yes,no,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,2,0,5455,International only
2102,Daytona Beach,386,98,no,yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,0,0,9249,Voicemail only
2106,Daytona Beach,386,101,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,0,0,8367,No plan
2110,Daytona Beach,386,102,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,0,0,6913,Voicemail only
2115,Daytona Beach,386,104,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,3,0,6081,No plan
2116,Daytona Beach,386,104,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,4,0,9790,Voicemail only
2119,Daytona Beach,386,105,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,1,0,3469,No plan
2121,Daytona Beach,386,105,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,3,0,6357,Voicemail only
2122,Daytona Beach,386,105,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,2,0,6505,Voicemail only
2123,Daytona Beach,386,106,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,0,0,4464,No plan
2124,Daytona Beach,386,106,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,3,0,2412,No plan
2126,Daytona Beach,386,106,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,1,0,2566,No plan
2130,Daytona Beach,386,108,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,1,0,9558,No plan
2131,Daytona Beach,386,108,no,no,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,2,0,1955,No plan
2135,Daytona Beach,386,110,no,no,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,1,0,1690,No plan
2136,Daytona Beach,386,110,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,,0,4558,No plan
2138,Daytona Beach,386,111,no,no,0,214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,,0,9997,No plan
2139,Daytona Beach,386,111,no,no,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,0,0,6550,No plan
2140,Daytona Beach,386,111,no,no,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,4,0,2535,No plan
2143,Daytona Beach,386,112,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,2,0,9017,No plan
2145,Daytona Beach,386,112,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,4,0,5708,Voicemail only
2149,Daytona Beach,386,113,yes,no,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,1,0,4560,International only
2150,Daytona Beach,386,114,no,no,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,1,0,8886,No plan
2153,Daytona Beach,386,115,no,no,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,0,0,1756,No plan
2161,Daytona Beach,386,118,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,1,0,1026,Voicemail only
2162,Daytona Beach,386,118,yes,no,0,223.4,98,37.98,220.6,101,18.75,203.9,118,9.18,0,0,8027,International only
2168,Daytona Beach,386,120,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,3,0,1358,No plan
2169,Daytona Beach,386,120,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,0,0,2905,Voicemail only
2172,Daytona Beach,386,121,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,0,0,1353,Voicemail only
2173,Daytona Beach,386,121,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,3,0,3343,International & Voicemail 
2181,Daytona Beach,386,123,no,yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,3,0,4182,Voicemail only
2184,Daytona Beach,386,125,no,no,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,1,0,7251,No plan
2191,Daytona Beach,386,131,no,no,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,1,0,9879,No plan
2194,Daytona Beach,386,134,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,6,0,4473,No plan
2196,Daytona Beach,386,134,no,yes,38,214.4,93,36.45,211.7,57,17.99,165.0,79,7.43,1,0,9394,Voicemail only
2201,Daytona Beach,386,139,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,0,0,9930,No plan
2207,Daytona Beach,386,141,no,yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,2,0,9604,Voicemail only
2208,Daytona Beach,386,143,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,0,0,9228,No plan
2210,Daytona Beach,386,144,no,no,0,201.1,99,34.19,303.5,74,25.8,224.0,119,10.08,1,0,4577,No plan
2215,Daytona Beach,386,146,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,3,0,4842,International only
2219,Daytona Beach,386,148,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,1,0,2940,Voicemail only
2222,Daytona Beach,386,149,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,3,0,3500,No plan
2232,Daytona Beach,386,158,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,0,0,2314,No plan
2239,Daytona Beach,386,162,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,1,0,2165,No plan
2241,Daytona Beach,386,163,no,yes,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,1,0,5875,Voicemail only
2246,Daytona Beach,386,173,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,1,0,1109,No plan
2249,Daytona Beach,386,189,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,3,0,2537,No plan
2250,Daytona Beach,386,189,no,yes,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,3,0,7888,Voicemail only
2251,Daytona Beach,386,194,no,no,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,0,0,6575,No plan
2264,Clearwater,727,25,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,2,0,7391,No plan
2266,Clearwater,727,30,no,no,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,0,0,6607,No plan
2267,Clearwater,727,31,no,yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,1,0,5790,Voicemail only
2270,Clearwater,727,36,no,no,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,3,0,1462,No plan
2271,Clearwater,727,38,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,3,0,8013,No plan
2274,Clearwater,727,41,no,no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,3,0,2413,No plan
2277,Clearwater,727,44,no,no,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,1,0,8697,No plan
2279,Clearwater,727,45,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,0,0,5692,Voicemail only
2284,Clearwater,727,51,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,1,0,6981,No plan
2285,Clearwater,727,51,no,no,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,1,0,9581,No plan
2286,Clearwater,727,51,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,1,0,3612,Voicemail only
2290,Clearwater,727,54,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,1,0,6302,No plan
2296,Clearwater,727,63,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,1,0,3719,International & Voicemail 
2298,Clearwater,727,66,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,1,0,3592,No plan
2303,Clearwater,727,68,no,no,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,1,0,1782,No plan
2305,Clearwater,727,69,no,no,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,3,0,5686,No plan
2306,Clearwater,727,69,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,0,0,8320,Voicemail only
2307,Clearwater,727,70,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,2,0,6827,No plan
2309,Clearwater,727,71,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,0,0,9896,No plan
2312,Clearwater,727,72,no,no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,0,0,8770,No plan
2313,Clearwater,727,73,no,no,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,2,0,9541,No plan
2316,Clearwater,727,76,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,0,0,4910,No plan
2321,Clearwater,727,78,no,no,0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,2,0,8555,No plan
2322,Clearwater,727,78,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,6,0,8333,Voicemail only
2326,Clearwater,727,80,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,2,0,3586,No plan
2329,Clearwater,727,81,yes,yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,1,0,7581,International & Voicemail 
2332,Clearwater,727,83,no,yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,2,0,5375,Voicemail only
2334,Clearwater,727,84,no,no,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,1,0,3003,No plan
2336,Clearwater,727,85,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,3,0,5616,No plan
2337,Clearwater,727,85,no,yes,27,196.4,139,33.39,280.9,90,23.88,89.3,,4.02,1,0,8884,Voicemail only
2346,Clearwater,727,88,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,3,0,5381,No plan
2347,Clearwater,727,88,no,no,0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,2,0,3040,No plan
2356,Clearwater,727,92,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,1,0,1374,No plan
2364,Clearwater,727,94,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,4,0,5009,International & Voicemail 
2366,Clearwater,727,95,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3,0,3565,No plan
2367,Clearwater,727,95,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,1,0,7273,No plan
2369,Clearwater,727,96,no,yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,2,0,2341,Voicemail only
2371,Clearwater,727,97,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,1,0,7553,Voicemail only
2373,Clearwater,727,98,no,no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,5,0,6283,No plan
2374,Clearwater,727,98,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,0,0,7337,No plan
2381,Clearwater,727,99,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,3,0,3671,No plan
2388,Clearwater,727,104,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,1,0,7820,No plan
2389,Clearwater,727,104,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,5,0,2026,No plan
2392,Clearwater,727,105,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,1,0,7870,No plan
2393,Clearwater,727,105,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,1,0,8849,No plan
2396,Clearwater,727,106,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,1,0,2073,No plan
2398,Clearwater,727,106,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,2,0,3196,Voicemail only
2400,Clearwater,727,107,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,2,0,8268,International only
2401,Clearwater,727,108,no,no,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,0,0,9356,No plan
2402,Clearwater,727,108,no,no,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,1,0,5984,No plan
2404,Clearwater,727,109,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,1,0,9482,No plan
2406,Clearwater,727,110,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,4,0,6703,No plan
2409,Clearwater,727,112,no,no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,3,0,9168,No plan
2410,Clearwater,727,112,no,yes,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,1,0,5537,Voicemail only
2414,Clearwater,727,114,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,4,0,9554,Voicemail only
2419,Clearwater,727,117,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,2,0,5471,No plan
2421,Clearwater,727,117,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,1,0,7688,Voicemail only
2422,Clearwater,727,117,yes,no,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,1,0,5766,International only
2423,Clearwater,727,118,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,3,0,8763,Voicemail only
2426,Clearwater,727,119,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,0,0,8170,Voicemail only
2432,Clearwater,727,122,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,3,0,8662,No plan
2433,Clearwater,727,124,no,no,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,3,0,1922,No plan
2435,Clearwater,727,125,no,no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,2,0,3402,No plan
2439,Clearwater,727,127,no,no,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,0,0,9302,No plan
2441,Clearwater,727,127,yes,no,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,2,0,4706,International only
2449,Clearwater,727,133,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,2,0,7079,No plan
2458,Clearwater,727,136,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,2,0,6997,No plan
2460,Clearwater,727,136,yes,yes,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,3,0,1381,International & Voicemail 
2462,Clearwater,727,137,no,no,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,4,0,8581,No plan
2464,Clearwater,727,138,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,1,0,2209,International only
2471,Clearwater,727,145,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,1,0,6239,No plan
2472,Clearwater,727,146,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,3,0,3571,No plan
2473,Clearwater,727,146,no,yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,1,0,8554,Voicemail only
2475,Clearwater,727,149,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,1,0,1719,No plan
2477,Clearwater,727,150,no,yes,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,0,0,8151,Voicemail only
2479,Clearwater,727,153,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,0,0,8846,No plan
2480,Clearwater,727,157,no,no,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,3,0,4298,No plan
2481,Clearwater,727,158,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,1,0,6623,No plan
2482,Clearwater,727,158,no,no,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,2,0,2719,No plan
2484,Clearwater,727,163,no,no,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,1,0,4112,No plan
2485,Clearwater,727,163,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,2,0,3445,Voicemail only
2487,Clearwater,727,165,no,no,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,1,0,1998,No plan
2490,Clearwater,727,171,no,yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,3,0,1557,Voicemail only
2492,Clearwater,727,172,no,no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,3,0,8905,No plan
2493,Clearwater,727,174,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,1,0,1352,Voicemail only
2497,Clearwater,727,192,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,4,0,8379,No plan
2512,Sarasota,941,41,no,no,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,3,0,4791,No plan
2513,Sarasota,941,41,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,1,0,2391,No plan
2514,Sarasota,941,41,no,no,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,1,0,9985,No plan
2515,Sarasota,941,41,no,yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,0,0,7550,Voicemail only
2516,Sarasota,941,41,no,yes,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,2,0,6191,Voicemail only
2517,Sarasota,941,43,no,yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,3,0,5411,Voicemail only
2521,Sarasota,941,48,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,4,0,2908,No plan
2522,Sarasota,941,48,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,1,0,9907,No plan
2523,Sarasota,941,48,no,no,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,1,0,3269,No plan
2524,Sarasota,941,48,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,1,0,7073,Voicemail only
2529,Sarasota,941,55,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,1,0,5970,International only
2530,Sarasota,941,56,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,4,0,1759,No plan
2533,Sarasota,941,57,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,1,0,8424,Voicemail only
2534,Sarasota,941,57,no,yes,39,213.0,115,36.21,191.1,112,16.24,182.7,115,8.22,0,0,3817,Voicemail only
2536,Sarasota,941,58,no,yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,1,0,6558,Voicemail only
2538,Sarasota,941,61,no,no,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,1,0,8282,No plan
2539,Sarasota,941,61,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,2,0,8863,Voicemail only
2544,Sarasota,941,64,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,0,0,6416,No plan
2547,Sarasota,941,65,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,1,0,9568,No plan
2551,Sarasota,941,68,no,no,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,2,0,9724,No plan
2552,Sarasota,941,68,no,no,0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,3,0,3271,No plan
2558,Sarasota,941,73,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,1,0,9295,No plan
2559,Sarasota,941,73,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,0,0,5786,Voicemail only
2566,Sarasota,941,77,no,no,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,2,0,4001,No plan
2570,Sarasota,941,80,no,no,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,2,0,4807,No plan
2571,Sarasota,941,80,no,no,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,2,0,3008,No plan
2572,Sarasota,941,81,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,2,0,2625,No plan
2576,Sarasota,941,83,no,no,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,0,0,8600,No plan
2577,Sarasota,941,83,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,1,0,6114,No plan
2587,Sarasota,941,87,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,4,0,6966,No plan
2589,Sarasota,941,87,no,yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,3,0,9443,Voicemail only
2597,Sarasota,941,90,no,no,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,1,0,8308,No plan
2600,Sarasota,941,91,no,yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,3,0,5633,Voicemail only
2601,Sarasota,941,91,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,3,0,4875,Voicemail only
2605,Sarasota,941,93,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,3,0,3135,No plan
2606,Sarasota,941,94,no,no,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,1,0,9495,No plan
2608,Sarasota,941,95,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,3,0,2098,Voicemail only
2612,Sarasota,941,98,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,4,0,3237,No plan
2614,Sarasota,941,99,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,4,0,8512,International only
2616,Sarasota,941,100,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,3,0,4221,No plan
2618,Sarasota,941,101,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,0,0,3390,No plan
2619,Sarasota,941,101,no,no,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,3,0,1780,No plan
2624,Sarasota,941,102,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,4,0,8831,No plan
2629,Sarasota,941,105,no,yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,0,0,8036,Voicemail only
2632,Sarasota,941,106,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,3,0,7507,Voicemail only
2636,Sarasota,941,107,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,1,0,7110,No plan
2637,Sarasota,941,107,no,yes,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,0,0,4035,Voicemail only
2638,Sarasota,941,109,no,no,,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,2,0,4967,No plan
2641,Sarasota,941,109,no,no,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,2,0,2924,No plan
2642,Sarasota,941,109,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,2,0,1745,No plan
2645,Sarasota,941,110,no,no,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,2,0,1775,No plan
2646,Sarasota,941,111,no,yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,1,0,6671,Voicemail only
2647,Sarasota,941,111,no,yes,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,1,0,1479,Voicemail only
2653,Sarasota,941,113,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,2,0,6690,Voicemail only
2657,Sarasota,941,116,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,2,0,5684,Voicemail only
2658,Sarasota,941,116,yes,no,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,3,0,7425,International only
2659,Sarasota,941,117,no,no,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,1,0,1115,No plan
2660,Sarasota,941,117,no,yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,0,0,2482,Voicemail only
2664,Sarasota,941,120,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,1,0,8422,Voicemail only
2665,Sarasota,941,121,no,yes,24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,3,0,9993,Voicemail only
2667,Sarasota,941,121,no,yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,4,0,2495,Voicemail only
2668,Sarasota,941,121,no,yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,5,0,9572,Voicemail only
2670,Sarasota,941,122,no,yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,7,0,1616,Voicemail only
2671,Sarasota,941,122,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,3,0,3498,Voicemail only
2672,Sarasota,941,122,no,yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,4,0,7993,Voicemail only
